City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
302,praia,14.9215,-23.5087,298.45,69,69,6.17,CV,2023-11-27 20:06:17
303,yulinshi,38.2906,109.7494,269.36,42,42,2.48,CN,2023-11-27 20:08:38
304,lubango,-14.9172,13.4925,290.8,88,88,1.75,AO,2023-11-27 20:08:38
305,taro,-8.3862,115.28,295.15,94,94,0.18,ID,2023-11-27 20:08:38
306,page,36.9147,-111.4558,279.03,45,45,2.57,US,2023-11-27 20:08:38
307,new norfolk,-42.7826,147.0587,284.87,80,80,0.63,AU,2023-11-27 20:08:38
308,preobrazheniye,42.9019,133.9064,271.82,84,84,3.02,RU,2023-11-27 20:08:38
309,huai yot,7.7893,99.6348,296.07,97,97,3.53,TH,2023-11-27 20:08:38
310,flying fish cove,-10.4217,105.6791,297.97,83,83,3.6,CX,2023-11-27 20:08:39
311,grande prairie,55.1667,-118.8027,280.17,41,41,7.92,CA,2023-11-27 20:08:39
312,dryden,49.7833,-92.7503,259.31,66,66,4.12,CA,2023-11-27 20:08:39
313,ribeira brava,32.65,-17.0667,292.6,73,73,1.55,PT,2023-11-27 20:08:39
314,puerto el triunfo,13.2833,-88.55,305.22,56,56,3.08,SV,2023-11-27 20:08:39
315,pacocha,-17.5833,-71.3333,296.23,64,64,5.14,PE,2023-11-27 20:04:34
316,surbo,40.3994,18.1331,288.16,71,71,6.34,IT,2023-11-27 20:08:39
317,segou,13.4317,-6.2157,303.06,18,18,4.13,ML,2023-11-27 20:08:39
318,saint-pierre,-21.3393,55.4781,296.97,64,64,3.09,RE,2023-11-27 20:07:29
319,sitia,35.2,26.0986,286.47,47,47,3.7,GR,2023-11-27 20:08:40
320,andalgala,-27.5819,-66.3165,297.55,40,40,4.28,AR,2023-11-27 20:08:40
321,sisimiut,66.9395,-53.6735,269.71,67,67,7.49,GL,2023-11-27 20:08:40
322,yanam,16.7333,82.2167,297.6,79,79,2.69,IN,2023-11-27 20:08:40
323,fort mcmurray,56.7268,-111.381,274.69,66,66,2.45,CA,2023-11-27 20:08:40
324,rangapara,26.8167,92.65,289.36,71,71,2.42,IN,2023-11-27 20:08:40
325,huancabamba,-5.2386,-79.4506,291.96,75,75,2.1,PE,2023-11-27 20:08:40
326,moyynkum,44.2914,72.9469,283.09,51,51,2.73,KZ,2023-11-27 20:08:40
327,gizo,-8.103,156.8419,300.64,78,78,1.28,SB,2023-11-27 20:08:41
328,souq larb'a al gharb,34.6866,-6.0027,287.24,70,70,1.15,MA,2023-11-27 20:08:41
329,tsiombe,-25.3,45.4833,297.41,87,87,6.25,MG,2023-11-27 20:08:41
330,kenai,60.5544,-151.2583,276.2,95,95,8.75,US,2023-11-27 20:08:41
331,banjar,-8.19,114.9675,298.39,89,89,2.43,ID,2023-11-27 20:08:41
332,uturoa,-16.7333,-151.4333,299.37,79,79,8.71,PF,2023-11-27 20:08:41
333,monteagudo,-19.8167,-63.9833,302.07,50,50,2.05,BO,2023-11-27 20:08:41
334,pucallpa,-8.3791,-74.5539,304.17,58,58,2.06,PE,2023-11-27 20:08:41
335,san juan de miraflores,-12.1629,-76.9635,294.44,76,76,4.46,PE,2023-11-27 20:08:41
336,virginia,37.5481,-77.4467,286.44,42,42,5.14,US,2023-11-27 20:08:42
337,tazacorte,28.629,-17.9293,293.69,83,83,2.06,ES,2023-11-27 20:08:42
338,tabuk,17.4189,121.4443,295.98,95,95,1.14,PH,2023-11-27 20:08:42
339,shingu,33.7333,135.9833,286.08,91,91,2.55,JP,2023-11-27 20:08:42
340,korla,41.7597,86.1469,274.78,43,43,1.43,CN,2023-11-27 20:08:42
341,bishkul,54.7803,69.1033,274.34,83,83,7.62,KZ,2023-11-27 20:08:42
342,san ignacio de velasco,-16.3667,-60.95,305.5,43,43,3.24,BO,2023-11-27 20:08:42
343,taksimo,56.3444,114.8794,254.07,82,82,2.13,RU,2023-11-27 20:08:42
344,kribi,2.95,9.9167,299.22,87,87,3.31,CM,2023-11-27 20:08:42
345,mermoz boabab,14.7065,-17.4758,299.46,62,62,5.64,SN,2023-11-27 20:08:43
346,new plymouth,-39.0667,174.0833,289.71,92,92,5.05,NZ,2023-11-27 20:08:43
347,lethem,3.3803,-59.7968,306.53,43,43,4.64,GY,2023-11-27 20:08:43
348,khabary,53.6259,79.5345,270.28,76,76,5.74,RU,2023-11-27 20:08:43
349,hithadhoo,-0.6,73.0833,300.85,78,78,2.81,MV,2023-11-27 20:08:43
350,bezhetsk,57.7851,36.6965,273.63,96,96,8.31,RU,2023-11-27 20:08:43
351,tsiroanomandidy,-18.7667,46.0333,299.01,58,58,1.03,MG,2023-11-27 20:08:43
352,walvis bay,-22.9575,14.5053,292.09,74,74,1.02,NA,2023-11-27 20:08:43
353,winslow,35.0242,-110.6974,277.25,48,48,1.54,US,2023-11-27 20:08:43
354,marseillan,43.3562,3.528,285.92,87,87,4.12,FR,2023-11-27 20:08:44
355,georgetown,5.4112,100.3354,299.27,83,83,1.54,MY,2023-11-27 20:08:44
356,ulan bator,47.9077,106.8832,253.22,84,84,4.0,MN,2023-11-27 20:08:44
357,howard springs,-12.497,131.047,299.1,97,97,1.22,AU,2023-11-27 20:08:44
358,al qaryatayn,34.2296,37.2407,282.35,76,76,4.87,SY,2023-11-27 20:08:44
359,usogorsk,63.4106,48.6872,266.3,93,93,5.52,RU,2023-11-27 20:08:44
360,gadzhiyevo,69.2551,33.3362,261.18,97,97,2.99,RU,2023-11-27 20:08:44
361,springs,-26.25,28.4,298.18,40,40,2.82,ZA,2023-11-27 20:08:45
362,magadan,59.5667,150.8,258.24,75,75,3.06,RU,2023-11-27 20:07:53
363,quang ngai,15.1167,108.8,294.09,84,84,3.16,VN,2023-11-27 20:08:45
364,bay harbor,30.1471,-85.6146,289.22,56,56,5.14,US,2023-11-27 20:08:45
365,mitu,1.1983,-70.1733,301.52,85,85,0.87,CO,2023-11-27 20:08:45
366,balykchy,42.4557,76.1861,277.1,51,51,0.46,KG,2023-11-27 20:08:45
367,lospalos,-8.5186,127.0025,295.85,87,87,0.39,TL,2023-11-27 20:08:45
368,vega de alatorre,20.0333,-96.6333,293.82,90,90,8.76,MX,2023-11-27 20:08:45
369,keflavik,64.0049,-22.5624,275.39,93,93,6.17,IS,2023-11-27 20:06:13
370,pindushi,62.9152,34.58,265.94,92,92,8.29,RU,2023-11-27 20:08:45
371,aridaia,40.9731,22.0564,276.56,47,47,0.54,GR,2023-11-27 20:08:46
372,kourou,5.1552,-52.6478,303.18,72,72,3.34,GF,2023-11-27 20:08:46
373,dakhla,23.6848,-15.958,292.09,76,76,6.59,EH,2023-11-27 20:08:46
374,calcot,51.4406,-1.0509,279.21,87,87,3.6,GB,2023-11-27 20:08:46
375,nebraska city,40.6767,-95.8592,276.8,60,60,2.57,US,2023-11-27 20:08:46
376,olinda,-8.0089,-34.8553,301.0,74,74,8.23,BR,2023-11-27 20:08:46
377,shubarshi,48.5872,57.1869,277.47,80,80,4.65,KZ,2023-11-27 20:08:46
378,remire-montjoly,4.9167,-52.2667,303.17,70,70,5.14,GF,2023-11-27 20:08:46
379,poxoreo,-15.8372,-54.3892,306.6,42,42,2.87,BR,2023-11-27 20:08:46
380,cuamba,-14.8031,36.5372,301.09,41,41,1.71,MZ,2023-11-27 20:08:47
381,bandarbeyla,9.4942,50.8122,299.66,69,69,8.01,SO,2023-11-27 20:08:47
382,venustiano carranza,19.43,-99.0992,294.14,43,43,1.54,MX,2023-11-27 20:08:47
383,lubuklinggau,-3.3,102.8667,295.55,99,99,1.15,ID,2023-11-27 20:08:47
384,debre sina,9.85,39.7667,282.83,60,60,1.19,ET,2023-11-27 20:08:47
385,duong dong,10.2167,103.9667,300.15,78,78,1.03,VN,2023-11-27 20:08:47
386,nantucket,41.2835,-70.0995,286.18,76,76,5.14,US,2023-11-27 20:08:47
387,happy valley-goose bay,53.3168,-60.3315,273.68,76,76,4.34,CA,2023-11-27 20:08:48
388,liuduzhai,27.3661,110.935,285.09,75,75,0.89,CN,2023-11-27 20:08:48
389,grodzisk mazowiecki,52.1039,20.6337,272.78,92,92,0.45,PL,2023-11-27 20:08:48
390,marsh harbour,26.5412,-77.0636,298.1,77,77,8.03,BS,2023-11-27 20:08:48
391,sechura,-5.5569,-80.8222,299.64,55,55,7.58,PE,2023-11-27 20:08:48
392,ketchikan,55.3422,-131.6461,282.41,93,93,6.17,US,2023-11-27 20:08:48
393,polyarnyy,69.1989,33.4478,261.51,96,96,3.02,RU,2023-11-27 20:08:48
394,enid,36.3956,-97.8784,283.97,42,42,3.09,US,2023-11-27 20:08:48
395,mazatlan,23.2167,-106.4167,303.13,35,35,0.0,MX,2023-11-27 20:08:48
396,manokwari,-0.8667,134.0833,298.83,81,81,1.35,ID,2023-11-27 20:08:49
397,east london,-33.0153,27.9116,293.72,87,87,1.15,ZA,2023-11-27 20:08:49
398,ansalta,42.6894,46.1178,270.41,97,97,0.79,RU,2023-11-27 20:08:49
399,dalandzadgad,43.5708,104.425,266.12,84,84,8.6,MN,2023-11-27 20:08:49
400,al ghayzah,16.2079,52.176,298.97,66,66,1.82,YE,2023-11-27 20:08:49
401,afaahiti,-17.75,-149.2833,301.08,82,82,8.35,PF,2023-11-27 20:08:49
402,khovd,48.0056,91.6419,266.44,79,79,0.7,MN,2023-11-27 20:08:49
403,lucapa,-8.4192,20.7447,292.2,95,95,0.8,AO,2023-11-27 20:08:50
404,puerto del rosario,28.5004,-13.8627,293.01,73,73,2.57,ES,2023-11-27 20:05:16
405,arraial do cabo,-22.9661,-42.0278,299.07,73,73,7.2,BR,2023-11-27 20:08:50
406,ust'-charyshskaya pristan',52.3934,83.6635,270.62,80,80,5.63,RU,2023-11-27 20:08:50
407,yemetsk,63.4721,41.7941,267.16,87,87,6.07,RU,2023-11-27 20:08:50
408,suponevo,53.2049,34.296,268.76,95,95,6.51,RU,2023-11-27 20:08:50
409,santa ponsa,39.5087,2.4766,289.86,60,60,4.54,ES,2023-11-27 20:08:50
410,vilyuysk,63.7553,121.6247,258.15,90,90,4.02,RU,2023-11-27 20:08:50
411,la ronge,55.1001,-105.2842,265.9,85,85,2.79,CA,2023-11-27 20:08:50
412,hinton,53.4001,-117.5857,274.68,68,68,3.47,CA,2023-11-27 20:08:51
413,kalmunai,7.4167,81.8167,299.54,82,82,2.04,LK,2023-11-27 20:08:51
414,horta,38.5333,-28.6333,290.95,95,95,2.57,PT,2023-11-27 20:08:51
415,fray bentos,-33.1325,-58.2956,306.49,31,31,5.94,UY,2023-11-27 20:08:51
416,likhoslavl',57.1275,35.464,271.96,97,97,5.03,RU,2023-11-27 20:08:51
417,den helder,52.9599,4.7593,277.14,89,89,11.62,NL,2023-11-27 19:58:55
418,okha,53.5739,142.9478,259.57,87,87,8.42,RU,2023-11-27 20:06:51
419,qarazhal,48.0078,70.7903,278.26,54,54,4.04,KZ,2023-11-27 20:08:51
420,harstad,68.799,16.5293,269.9,81,81,2.75,NO,2023-11-27 20:08:51
421,dizangue,3.7667,9.9833,297.55,94,94,1.61,CM,2023-11-27 20:08:51
422,bardai,11.65,7.2333,298.41,24,24,3.87,NG,2023-11-27 20:08:52
423,pyrgos,37.6751,21.441,284.26,72,72,3.96,GR,2023-11-27 20:04:05
424,cidreira,-30.1811,-50.2056,295.23,88,88,8.57,BR,2023-11-27 20:08:52
425,bogorodskoye,56.55,37.8833,271.68,85,85,6.94,RU,2023-11-27 20:08:52
426,zhangye,38.9342,100.4517,274.96,32,32,0.56,CN,2023-11-27 20:08:52
427,timbuktu,16.7735,-3.0074,298.12,14,14,5.04,ML,2023-11-27 20:08:52
428,alencon,48.4333,0.0833,282.02,85,85,6.86,FR,2023-11-27 20:08:52
429,solnechnyy,50.7214,136.6319,254.32,96,96,0.44,RU,2023-11-27 20:08:52
430,dolores,-36.3132,-57.6792,300.87,39,39,8.13,AR,2023-11-27 20:08:53
431,quellon,-43.1167,-73.6167,288.86,64,64,4.64,CL,2023-11-27 20:08:53
432,smirnykh,49.75,142.8333,260.98,80,80,0.72,RU,2023-11-27 20:08:53
433,morshansk,53.4435,41.8107,271.33,81,81,7.19,RU,2023-11-27 20:08:53
434,sabinas,27.85,-101.1167,288.73,33,33,3.51,MX,2023-11-27 20:08:53
435,faya-largeau,17.9257,19.1043,297.33,18,18,8.29,TD,2023-11-27 20:08:53
436,paracuru,-3.41,-39.0306,300.99,73,73,5.67,BR,2023-11-27 20:08:53
437,annau,37.8876,58.516,292.21,31,31,2.98,TM,2023-11-27 20:08:53
438,cayambe,0.05,-78.1333,293.74,70,70,3.56,EC,2023-11-27 20:08:53
439,stephenville,32.2207,-98.2023,285.33,31,31,2.57,US,2023-11-27 20:08:54
440,auki,-8.7676,160.7034,299.97,82,82,1.02,SB,2023-11-27 20:08:54
441,midvagur,62.0511,-7.1939,276.61,75,75,3.09,FO,2023-11-27 20:08:54
442,broome,42.2506,-75.833,276.83,82,82,3.09,US,2023-11-27 20:08:54
443,yuzhno-kurilsk,44.0306,145.8556,276.14,51,51,5.64,RU,2023-11-27 20:04:05
444,kapit,2.0167,112.9333,296.53,100,100,0.47,MY,2023-11-27 20:08:54
445,banda aceh,5.5577,95.3222,297.78,93,93,4.9,ID,2023-11-27 20:08:54
446,bristol,41.8334,-71.1662,284.2,66,66,5.36,US,2023-11-27 20:02:10
447,ta`u,-14.2336,-169.5144,300.67,84,84,10.02,AS,2023-11-27 20:08:54
448,porto novo,6.4965,2.6036,299.43,80,80,2.61,BJ,2023-11-27 20:08:55
449,forster,-32.1667,152.5167,293.87,100,100,0.97,AU,2023-11-27 20:08:55
450,terrace,54.5163,-128.6035,277.16,100,100,0.0,CA,2023-11-27 20:05:11
451,maridi,4.9158,29.4742,295.04,88,88,1.98,SS,2023-11-27 20:04:18
452,al bawiti,28.3492,28.8659,286.93,46,46,2.59,EG,2023-11-27 20:08:55
453,bac lieu,9.285,105.7244,297.7,89,89,3.11,VN,2023-11-27 20:08:55
454,launceston,-41.45,147.1667,285.56,93,93,2.57,AU,2023-11-27 20:07:28
455,ugoofaaru,5.6667,73.0,300.78,79,79,5.51,MV,2023-11-27 20:08:55
456,pisco,-13.7,-76.2167,297.18,64,64,8.75,PE,2023-11-27 20:08:55
457,north haven,41.3909,-72.8595,283.05,70,70,4.63,US,2023-11-27 20:08:55
458,katsuren-haebaru,26.3369,127.8719,295.58,73,73,6.69,JP,2023-11-27 20:08:56
459,taroa,8.7058,171.2275,301.0,79,79,9.96,MH,2023-11-27 20:08:56
460,maintirano,-18.0667,44.0167,300.68,77,77,5.15,MG,2023-11-27 20:08:56
461,egersund,58.4513,5.9997,271.53,60,60,5.98,NO,2023-11-27 20:08:56
462,el jadid,33.2549,-8.506,290.28,66,66,2.81,MA,2023-11-27 20:08:56
463,calama,-22.4667,-68.9333,298.36,7,7,7.78,CL,2023-11-27 20:08:15
464,nova vicosa,-17.8919,-39.3719,298.84,77,77,2.68,BR,2023-11-27 20:08:56
465,vila velha,-20.3297,-40.2925,300.12,87,87,4.12,BR,2023-11-27 20:05:36
466,yeraliyev,43.2,51.65,281.16,66,66,9.83,KZ,2023-11-27 20:04:09
467,cheyyur,12.3495,80.003,298.35,87,87,3.58,IN,2023-11-27 20:08:56
468,ankang,32.68,109.0172,281.91,70,70,0.3,CN,2023-11-27 20:08:56
469,tralee,52.2704,-9.7026,279.63,81,81,3.47,IE,2023-11-27 20:01:38
470,cherepovets,59.1333,37.9,271.05,93,93,2.0,RU,2023-11-27 20:08:07
471,ilheus,-14.7889,-39.0494,299.83,58,58,2.8,BR,2023-11-27 20:04:45
472,shankargarh,25.1833,81.6167,290.24,58,58,0.18,IN,2023-11-27 20:08:57
473,road town,18.4167,-64.6167,302.17,65,65,5.14,VG,2023-11-27 20:05:10
474,lagunas,-5.2269,-75.6753,306.42,46,46,0.66,PE,2023-11-27 20:08:57
475,ouargla,31.9493,5.325,289.95,32,32,3.14,DZ,2023-11-27 20:08:57
476,shizunai-furukawacho,42.3339,142.3669,282.08,89,89,2.61,JP,2023-11-27 20:08:57
477,cabo san lucas,22.8909,-109.9124,302.93,63,63,4.63,MX,2023-11-27 20:08:57
478,egilsstadir,65.2653,-14.3948,275.43,94,94,3.53,IS,2023-11-27 20:08:57
479,saint-canut,45.722,-74.0835,277.86,79,79,5.2,CA,2023-11-27 20:08:58
480,mohr,54.3528,9.7167,275.23,81,81,6.17,DE,2023-11-27 20:08:58
481,kondopoga,62.2057,34.2614,265.97,92,92,7.59,RU,2023-11-27 20:08:58
482,kutoarjo,-7.7169,109.9128,298.78,81,81,1.17,ID,2023-11-27 20:08:58
483,udaipur,24.5712,73.6918,288.23,85,85,1.4,IN,2023-11-27 20:08:58
484,laminusa,5.5549,120.9136,300.89,76,76,1.8,PH,2023-11-27 20:08:58
485,libertad,8.9442,125.5019,296.53,94,94,2.01,PH,2023-11-27 20:05:04
486,armacao de buzios,-22.7469,-41.8817,299.18,83,83,7.97,BR,2023-11-27 20:08:58
487,alofi,-19.0595,-169.9187,301.09,69,69,4.63,NU,2023-11-27 20:04:24
488,fisterra,42.9049,-9.2629,286.34,79,79,1.36,ES,2023-11-27 20:08:58
489,orsa,54.5153,30.4053,266.82,93,93,7.23,BY,2023-11-27 20:08:59
490,juan griego,11.0817,-63.9655,301.92,70,70,7.22,VE,2023-11-27 20:08:59
491,rikaze,29.25,88.8833,273.81,52,52,1.1,CN,2023-11-27 20:08:59
492,zheleznodorozhnyy,55.7503,38.0042,273.39,87,87,7.15,RU,2023-11-27 20:05:22
493,kalianget,-7.05,113.9333,300.58,76,76,0.98,ID,2023-11-27 20:08:59
494,kandri,21.4167,79.2667,293.91,79,79,2.09,IN,2023-11-27 20:08:59
495,mana,5.6592,-53.7767,301.04,74,74,4.08,GF,2023-11-27 20:08:59
496,kruisfontein,-34.0033,24.7314,287.72,88,88,0.29,ZA,2023-11-27 20:08:59
497,vadso,70.0744,29.7487,270.24,80,80,1.54,NO,2023-11-27 20:08:59
498,port-cartier,50.0334,-66.8654,274.27,98,98,9.74,CA,2023-11-27 20:09:00
499,luwuk,-0.9516,122.7875,298.63,85,85,1.03,ID,2023-11-27 20:09:00
500,oranjemund,-28.55,16.4333,290.58,89,89,7.4,NA,2023-11-27 20:07:32
501,nadym,65.5333,72.5167,263.71,95,95,4.32,RU,2023-11-27 20:09:00
502,aljezur,37.3191,-8.8033,287.23,83,83,1.55,PT,2023-11-27 20:09:00
503,cockburn town,21.4612,-71.1419,300.33,74,74,6.38,TC,2023-11-27 20:09:00
504,popondetta,-8.7537,148.2534,296.93,92,92,1.17,PG,2023-11-27 20:09:00
505,santiago de cao,-7.9589,-79.2392,294.22,78,78,4.63,PE,2023-11-27 20:09:01
506,skuodas,56.2667,21.5333,265.07,91,91,2.18,LT,2023-11-27 20:09:01
507,kudahuvadhoo,2.6708,72.8944,301.02,73,73,1.97,MV,2023-11-27 20:09:01
508,belomorsk,64.5232,34.7668,268.18,73,73,8.39,RU,2023-11-27 20:09:01
509,jayapura,-2.5333,140.7,296.81,88,88,1.12,ID,2023-11-27 20:09:01
510,balkashino,52.5167,68.7667,273.88,79,79,7.09,KZ,2023-11-27 20:09:01
511,yinchuan,38.4681,106.2731,272.51,38,38,0.89,CN,2023-11-27 20:04:42
512,kurchatov,51.6601,35.6521,269.83,90,90,8.75,RU,2023-11-27 20:09:02
513,ciudad dario,12.7314,-86.124,302.26,61,61,5.43,NI,2023-11-27 20:09:02
514,villa yapacani,-17.4,-63.8333,297.69,94,94,3.51,BO,2023-11-27 20:04:51
515,sandnessjoen,66.0217,12.6316,266.21,63,63,2.06,NO,2023-11-27 20:09:02
516,chernomorskoye,45.5039,32.6997,279.11,55,55,9.31,UA,2023-11-27 20:09:02
517,bonthe,7.5264,-12.505,300.47,80,80,3.49,SL,2023-11-27 20:09:02
518,eyl,7.9803,49.8164,299.29,74,74,7.93,SO,2023-11-27 20:09:02
519,newman,37.3138,-121.0208,289.83,37,37,0.45,US,2023-11-27 20:09:03
520,tromso,69.6496,18.957,264.16,86,86,0.51,NO,2023-11-27 20:02:42
521,eket,4.6412,7.9209,298.94,87,87,3.08,NG,2023-11-27 20:09:03
522,ceeldheer,3.8488,47.1806,300.29,74,74,7.2,SO,2023-11-27 20:09:03
523,queenstown,-31.8976,26.8753,290.86,78,78,2.15,ZA,2023-11-27 20:09:03
524,richards bay,-28.783,32.0377,296.52,91,91,0.77,ZA,2023-11-27 20:09:03
525,kolpashevo,58.3131,82.9089,259.88,98,98,0.89,RU,2023-11-27 20:09:03
526,daru,-9.0763,143.2092,299.04,87,87,2.35,PG,2023-11-27 20:09:03
527,puquio,-14.7,-74.1333,290.18,47,47,5.67,PE,2023-11-27 20:09:04
528,san sebastian de la gomera,28.0916,-17.1133,294.47,73,73,2.06,ES,2023-11-27 20:09:04
529,timoteo,-19.5825,-42.6444,301.17,60,60,1.67,BR,2023-11-27 20:07:36
530,ciudad lazaro cardenas,17.9583,-102.2,303.22,57,57,3.43,MX,2023-11-27 20:09:04
531,whistler,50.1164,-122.9695,277.35,59,59,0.24,CA,2023-11-27 20:09:04
532,mutoko,-17.397,32.2268,296.69,34,34,2.68,ZW,2023-11-27 20:09:04
533,nikol'sk,53.7189,46.0712,272.31,89,89,3.81,RU,2023-11-27 20:09:04
534,bantay,17.5847,120.3892,298.23,80,80,2.33,PH,2023-11-27 20:09:05
535,hadyach,50.3711,33.991,267.95,87,87,7.76,UA,2023-11-27 20:04:46
536,gilgit,35.9221,74.3087,283.11,64,64,0.86,PK,2023-11-27 20:09:05
537,sao paulo de olivenca,-3.3783,-68.8725,302.89,68,68,0.57,BR,2023-11-27 20:09:05
538,alta,69.9689,23.2717,260.74,85,85,3.09,NO,2023-11-27 20:09:05
539,quesnel,52.9999,-122.5029,276.18,65,65,3.34,CA,2023-11-27 20:09:05
540,tura,25.5198,90.2201,292.24,67,67,0.91,IN,2023-11-27 20:09:05
541,kavaratti,10.5669,72.642,301.66,72,72,2.32,IN,2023-11-27 20:09:06
542,traverse city,44.7631,-85.6206,269.26,74,74,5.66,US,2023-11-27 20:06:06
543,inari,68.906,27.0288,249.26,99,99,0.93,FI,2023-11-27 20:09:06
544,hailar,49.2,119.7,240.02,100,100,1.87,CN,2023-11-27 20:09:06
545,east grand forks,47.93,-97.0245,264.28,66,66,4.63,US,2023-11-27 20:04:57
546,ulladulla,-35.35,150.4667,292.47,90,90,3.06,AU,2023-11-27 20:09:06
547,lazaro cardenas,17.9583,-102.2,303.22,57,57,3.43,MX,2023-11-27 20:09:04
548,antsiranana,-12.2787,49.2917,298.26,74,74,5.29,MG,2023-11-27 20:09:06
549,santa flavia,38.085,13.5351,290.0,61,61,1.79,IT,2023-11-27 20:09:06
550,loreto,22.2667,-101.9667,293.15,40,40,4.69,MX,2023-11-27 20:09:06
551,deir ez-zor,35.3359,40.1408,287.65,49,49,6.5,SY,2023-11-27 20:09:07
552,aleg,17.0481,-13.9209,301.31,12,12,2.85,MR,2023-11-27 20:09:07
553,prado,-17.3411,-39.2208,298.22,81,81,2.8,BR,2023-11-27 20:09:07
554,volokolamsk,56.0336,35.9694,270.34,91,91,5.27,RU,2023-11-27 20:09:07
555,urzhar,47.093,81.6294,277.97,45,45,2.44,KZ,2023-11-27 20:09:07
556,cape coast,5.1053,-1.2466,299.81,79,79,2.69,GH,2023-11-27 20:09:07
557,la oroya,-11.5189,-75.8994,286.22,62,62,4.81,PE,2023-11-27 20:04:10
558,suances,43.4334,-4.0434,288.14,93,93,6.69,ES,2023-11-27 20:09:08
559,vernon,50.2581,-119.2691,277.93,64,64,1.34,CA,2023-11-27 20:09:08
560,novodvinsk,64.4165,40.8122,262.47,82,82,5.73,RU,2023-11-27 20:09:08
561,agua de dios,4.3765,-74.67,304.68,52,52,1.13,CO,2023-11-27 20:09:08
562,belonia,23.2528,91.4514,292.17,86,86,1.29,IN,2023-11-27 20:09:08
563,rabo de peixe,37.8,-25.5833,290.88,99,99,3.09,PT,2023-11-27 20:09:08
564,puerto aysen,-45.4,-72.7,289.52,76,76,3.12,CL,2023-11-27 20:09:08
565,djambala,-2.5447,14.7533,293.52,91,91,1.42,CG,2023-11-27 20:09:09
566,waimea,20.0231,-155.6717,295.93,87,87,1.34,US,2023-11-27 20:09:09
567,salekhard,66.53,66.6019,257.21,96,96,1.93,RU,2023-11-27 20:04:36
568,chernyshevsk,52.5243,117.0174,247.23,97,97,1.04,RU,2023-11-27 20:09:09
569,waddan,29.1614,16.139,288.07,48,48,4.0,LY,2023-11-27 20:09:09
570,shimoda,34.6667,138.95,287.65,91,91,5.36,JP,2023-11-27 20:09:09
571,nouadhibou,20.931,-17.0347,295.14,53,53,4.63,MR,2023-11-27 20:09:09
572,yamada,39.4667,141.95,282.04,87,87,2.87,JP,2023-11-27 20:09:09
573,merowe,18.4833,31.8167,299.35,20,20,7.64,SD,2023-11-27 20:09:10
574,tosontsengel,48.7567,98.2839,250.5,100,100,0.82,MN,2023-11-27 20:09:10
575,suva,-18.1416,178.4415,298.86,94,94,2.06,FJ,2023-11-27 20:07:10
576,ciudad bolivar,8.1222,-63.5497,305.73,45,45,4.16,VE,2023-11-27 20:09:10
577,benghazi,32.1167,20.0667,291.43,55,55,6.33,LY,2023-11-27 20:09:10
578,trujillo,-8.116,-79.03,294.13,78,78,4.63,PE,2023-11-27 20:09:10
